Airport,Terminal,Date,Hour,All Passengers Average Wait Time,All Passengers Max Wait Time,Number of Passengers,Number of Flights,Number of Booths
JFK,Terminal 4 (IAT),12/28/2017,1700 - 1800,21,46,396,3,18
JFK,Terminal 4 (IAT),12/28/2017,1800 - 1900,18,41,386,2,15
JFK,Terminal 4 (IAT),12/28/2017,1900 - 2000,36,117,1702,6,23
JFK,Terminal 4 (IAT),12/28/2017,2000 - 2100,29,104,1026,6,24
JFK,Terminal 4 (IAT),12/28/2017,2100 - 2200,26,92,1229,6,24
JFK,Terminal 4 (IAT),12/28/2017,2200 - 2300,23,72,798,5,21
JFK,Terminal 4 (IAT),12/28/2017,2300 - 0000,19,51,787,5,23
JFK,Terminal 5 (Jet Blue),12/28/2017,0500 - 0600,8,18,111,1,4
JFK,Terminal 5 (Jet Blue),12/28/2017,0600 - 0700,9,20,105,1,4
JFK,Terminal 5 (Jet Blue),12/28/2017,0700 - 0800,10,21,118,1,6
JFK,Terminal 5 (Jet Blue),12/28/2017,0800 - 0900,11,23,110,1,5
JFK,Terminal 5 (Jet Blue),12/28/2017,0900 - 1000,15,39,235,2,6
JFK,Terminal 5 (Jet Blue),12/28/2017,1300 - 1400,9,20,127,1,7
JFK,Terminal 5 (Jet Blue),12/28/2017,1400 - 1500,9,20,139,1,8
JFK,Terminal 5 (Jet Blue),12/28/2017,1500 - 1600,13,31,385,3,10
JFK,Terminal 5 (Jet Blue),12/28/2017,1600 - 1700,5,22,470,3,12
JFK,Terminal 5 (Jet Blue),12/28/2017,1700 - 1800,4,11,70,1,7
JFK,Terminal 5 (Jet Blue),12/28/2017,1800 - 1900,12,48,923,7,12
JFK,Terminal 5 (Jet Blue),12/28/2017,1900 - 2000,7,30,515,3,13
JFK,Terminal 5 (Jet Blue),12/28/2017,2000 - 2100,13,48,472,3,8
JFK,Terminal 5 (Jet Blue),12/28/2017,2100 - 2200,14,21,123,1,8
JFK,Terminal 5 (Jet Blue),12/28/2017,2300 - 0000,22,94,7,1,0
JFK,Terminal 7 (British),12/28/2017,0600 - 0700,21,44,108,1,5
JFK,Terminal 7 (British),12/28/2017,0700 - 0800,26,56,245,1,9
JFK,Terminal 7 (British),12/28/2017,0800 - 0900,26,49,261,1,7
JFK,Terminal 7 (British),12/28/2017,0900 - 1000,16,32,200,1,7
JFK,Terminal 7 (British),12/28/2017,1100 - 1200,12,25,307,2,9
JFK,Terminal 7 (British),12/28/2017,1200 - 1300,14,34,247,1,8
JFK,Terminal 7 (British),12/28/2017,1300 - 1400,19,36,324,2,14
JFK,Terminal 7 (British),12/28/2017,1400 - 1500,19,42,400,2,12
JFK,Terminal 7 (British),12/28/2017,1500 - 1600,20,41,399,2,11
JFK,Terminal 7 (British),12/28/2017,1600 - 1700,10,21,192,1,9
JFK,Terminal 7 (British),12/28/2017,1700 - 1800,10,21,375,2,10
JFK,Terminal 7 (British),12/28/2017,1900 - 2000,30,97,811,3,11
JFK,Terminal 7 (British),12/28/2017,2000 - 2100,39,88,417,2,12
JFK,Terminal 7 (British),12/28/2017,2200 - 2300,24,68,345,2,7
JFK,Terminal 7 (British),12/28/2017,2300 - 0000,15,52,115,1,7
JFK,Terminal 8 (American),12/28/2017,0600 - 0700,28,70,997,4,15
JFK,Terminal 8 (American),12/28/2017,0700 - 0800,30,60,494,2,13
JFK,Terminal 8 (American),12/28/2017,0800 - 0900,21,43,261,1,9
JFK,Terminal 8 (American),12/28/2017,1100 - 1200,14,37,124,1,13
JFK,Terminal 8 (American),12/28/2017,1200 - 1300,15,29,650,3,18
JFK,Terminal 8 (American),12/28/2017,1300 - 1400,23,68,754,4,18
JFK,Terminal 8 (American),12/28/2017,1400 - 1500,34,70,496,2,12
JFK,Terminal 8 (American),12/28/2017,1500 - 1600,23,63,485,2,11
JFK,Terminal 8 (American),12/28/2017,1600 - 1700,24,71,160,2,10
JFK,Terminal 8 (American),12/28/2017,1700 - 1800,25,51,552,3,13
JFK,Terminal 8 (American),12/28/2017,1800 - 1900,21,52,320,2,8
JFK,Terminal 8 (American),12/28/2017,2000 - 2100,19,47,281,1,7
JFK,Terminal 8 (American),12/28/2017,2200 - 2300,19,63,575,3,7
JFK,Terminal 1,12/29/2017,0100 - 0200,19,41,259,1,7
JFK,Terminal 1,12/29/2017,0800 - 0900,44,76,504,2,14
JFK,Terminal 1,12/29/2017,0900 - 1000,31,49,234,1,16
JFK,Terminal 1,12/29/2017,1000 - 1100,19,44,131,1,9
JFK,Terminal 1,12/29/2017,1100 - 1200,19,54,1152,4,24
JFK,Terminal 1,12/29/2017,1200 - 1300,26,57,953,4,21
JFK,Terminal 1,12/29/2017,1300 - 1400,24,70,742,2,14
JFK,Terminal 1,12/29/2017,1400 - 1500,38,78,591,2,13
JFK,Terminal 1,12/29/2017,1600 - 1700,16,34,970,3,19
JFK,Terminal 1,12/29/2017,1700 - 1800,15,23,222,1,18
JFK,Terminal 1,12/29/2017,1800 - 1900,26,73,1079,4,14
JFK,Terminal 1,12/29/2017,1900 - 2000,26,53,626,2,17
JFK,Terminal 1,12/29/2017,2000 - 2100,24,60,886,3,17
JFK,Terminal 1,12/29/2017,2100 - 2200,39,82,934,3,18
JFK,Terminal 1,12/29/2017,2200 - 2300,23,60,628,5,17
JFK,Terminal 1,12/29/2017,2300 - 0000,23,58,580,2,15
JFK,Terminal 4 (IAT),12/29/2017,0000 - 0100,15,30,301,2,24
JFK,Terminal 4 (IAT),12/29/2017,0100 - 0200,10,31,792,7,17
JFK,Terminal 4 (IAT),12/29/2017,0200 - 0300,20,51,219,2,11
JFK,Terminal 4 (IAT),12/29/2017,0300 - 0400,24,49,155,1,12
JFK,Terminal 4 (IAT),12/29/2017,0400 - 0500,19,57,1210,6,19
JFK,Terminal 4 (IAT),12/29/2017,0500 - 0600,16,47,537,2,14
JFK,Terminal 4 (IAT),12/29/2017,0600 - 0700,14,39,673,3,14
JFK,Terminal 4 (IAT),12/29/2017,0700 - 0800,22,45,362,2,16
JFK,Terminal 4 (IAT),12/29/2017,0800 - 0900,17,63,395,1,10
JFK,Terminal 4 (IAT),12/29/2017,0900 - 1000,39,93,298,2,7
JFK,Terminal 4 (IAT),12/29/2017,1000 - 1100,13,47,158,1,6
JFK,Terminal 4 (IAT),12/29/2017,1100 - 1200,23,65,1026,4,17
JFK,Terminal 4 (IAT),12/29/2017,1200 - 1300,24,71,1218,6,35
JFK,Terminal 4 (IAT),12/29/2017,1300 - 1400,20,55,1868,8,38
JFK,Terminal 4 (IAT),12/29/2017,1400 - 1500,10,22,325,2,31
JFK,Terminal 4 (IAT),12/29/2017,1500 - 1600,15,53,1364,6,32
JFK,Terminal 4 (IAT),12/29/2017,1600 - 1700,17,44,547,3,23
JFK,Terminal 4 (IAT),12/29/2017,1700 - 1800,16,46,894,5,21
JFK,Terminal 4 (IAT),12/29/2017,1800 - 1900,16,39,846,3,23
JFK,Terminal 4 (IAT),12/29/2017,1900 - 2000,19,61,1586,8,23
JFK,Terminal 4 (IAT),12/29/2017,2000 - 2100,10,29,792,3,23
JFK,Terminal 4 (IAT),12/29/2017,2100 - 2200,16,43,950,5,21
JFK,Terminal 4 (IAT),12/29/2017,2200 - 2300,14,47,364,3,17
JFK,Terminal 4 (IAT),12/29/2017,2300 - 0000,13,56,890,6,22
JFK,Terminal 5 (Jet Blue),12/29/2017,0500 - 0600,15,39,154,2,4
JFK,Terminal 5 (Jet Blue),12/29/2017,0600 - 0700,11,28,238,2,5
JFK,Terminal 5 (Jet Blue),12/29/2017,0800 - 0900,11,26,125,1,5
JFK,Terminal 5 (Jet Blue),12/29/2017,0900 - 1000,18,43,172,1,5
JFK,Terminal 5 (Jet Blue),12/29/2017,1000 - 1100,7,23,232,2,4
JFK,Terminal 5 (Jet Blue),12/29/2017,1400 - 1500,14,23,110,1,6
JFK,Terminal 5 (Jet Blue),12/29/2017,1500 - 1600,6,21,278,2,8
JFK,Terminal 5 (Jet Blue),12/29/2017,1600 - 1700,13,28,404,3,10
JFK,Terminal 5 (Jet Blue),12/29/2017,1700 - 1800,4,11,108,1,7
JFK,Terminal 5 (Jet Blue),12/29/2017,1800 - 1900,17,43,281,2,10
JFK,Terminal 5 (Jet Blue),12/29/2017,1900 - 2000,15,63,624,4,8
JFK,Terminal 5 (Jet Blue),12/29/2017,2000 - 2100,23,74,575,3,9
JFK,Terminal 5 (Jet Blue),12/29/2017,2100 - 2200,22,66,841,6,9
JFK,Terminal 5 (Jet Blue),12/29/2017,2200 - 2300,24,56,142,1,6
JFK,Terminal 5 (Jet Blue),12/29/2017,2300 - 0000,16,19,9,1,0
JFK,Terminal 7 (British),12/29/2017,0600 - 0700,15,33,113,1,6
JFK,Terminal 7 (British),12/29/2017,0700 - 0800,28,64,256,1,6
JFK,Terminal 7 (British),12/29/2017,0800 - 0900,27,61,462,2,7
JFK,Terminal 7 (British),12/29/2017,1100 - 1200,14,31,360,2,8
JFK,Terminal 7 (British),12/29/2017,1200 - 1300,15,34,241,1,7
JFK,Terminal 7 (British),12/29/2017,1300 - 1400,7,17,93,1,6
JFK,Terminal 7 (British),12/29/2017,1400 - 1500,29,62,652,3,11
JFK,Terminal 7 (British),12/29/2017,1500 - 1600,32,61,388,2,12
JFK,Terminal 7 (British),12/29/2017,1700 - 1800,21,43,639,3,13
JFK,Terminal 7 (British),12/29/2017,1800 - 1900,5,8,7,1,0
JFK,Terminal 7 (British),12/29/2017,1900 - 2000,31,65,581,2,9
JFK,Terminal 7 (British),12/29/2017,2000 - 2100,25,46,247,1,10
JFK,Terminal 7 (British),12/29/2017,2100 - 2200,14,29,199,1,9
JFK,Terminal 7 (British),12/29/2017,2200 - 2300,12,27,365,2,11
JFK,Terminal 7 (British),12/29/2017,2300 - 0000,19,51,378,2,6
JFK,Terminal 8 (American),12/29/2017,0600 - 0700,35,78,1327,5,16
JFK,Terminal 8 (American),12/29/2017,0700 - 0800,28,57,441,2,14
JFK,Terminal 8 (American),12/29/2017,0800 - 0900,25,45,191,1,7
JFK,Terminal 8 (American),12/29/2017,1100 - 1200,15,28,310,2,11
JFK,Terminal 8 (American),12/29/2017,1200 - 1300,17,37,431,2,15
JFK,Terminal 8 (American),12/29/2017,1300 - 1400,22,62,773,4,15
JFK,Terminal 8 (American),12/29/2017,1400 - 1500,26,61,295,1,12
JFK,Terminal 8 (American),12/29/2017,1500 - 1600,18,41,282,1,13
JFK,Terminal 8 (American),12/29/2017,1600 - 1700,18,35,193,2,13
JFK,Terminal 8 (American),12/29/2017,1700 - 1800,27,38,297,2,10
JFK,Terminal 8 (American),12/29/2017,1800 - 1900,29,88,380,2,10
JFK,Terminal 8 (American),12/29/2017,1900 - 2000,32,82,375,2,11
JFK,Terminal 8 (American),12/29/2017,2000 - 2100,40,80,293,1,11
JFK,Terminal 8 (American),12/29/2017,2100 - 2200,21,34,153,1,5
JFK,Terminal 8 (American),12/29/2017,2200 - 2300,17,37,225,1,9
JFK,Terminal 8 (American),12/29/2017,2300 - 0000,15,26,173,1,11
JFK,Terminal 1,12/30/2017,0900 - 1000,45,119,847,4,12
JFK,Terminal 1,12/30/2017,1000 - 1100,35,77,351,1,13
JFK,Terminal 1,12/30/2017,1100 - 1200,28,47,267,1,14
JFK,Terminal 1,12/30/2017,1200 - 1300,24,62,844,3,16
JFK,Terminal 1,12/30/2017,1300 - 1400,15,34,300,1,16
JFK,Terminal 1,12/30/2017,1400 - 1500,34,123,1851,6,24
JFK,Terminal 1,12/30/2017,1500 - 1600,9,31,12,1,0
JFK,Terminal 1,12/30/2017,1600 - 1700,25,56,1006,3,19
JFK,Terminal 1,12/30/2017,1700 - 1800,15,39,551,2,16
JFK,Terminal 1,12/30/2017,1800 - 1900,19,52,621,2,13
JFK,Terminal 1,12/30/2017,1900 - 2000,33,67,474,2,15
JFK,Terminal 1,12/30/2017,2000 - 2100,21,53,1035,4,14
JFK,Terminal 1,12/30/2017,2100 - 2200,17,34,311,1,16
JFK,Terminal 1,12/30/2017,2200 - 2300,16,43,908,4,14
JFK,Terminal 4 (IAT),12/30/2017,0000 - 0100,17,46,634,4,20
JFK,Terminal 4 (IAT),12/30/2017,0100 - 0200,9,21,239,2,13
JFK,Terminal 4 (IAT),12/30/2017,0200 - 0300,15,41,358,3,13
JFK,Terminal 4 (IAT),12/30/2017,0300 - 0400,13,35,268,1,9
JFK,Terminal 4 (IAT),12/30/2017,0400 - 0500,24,63,706,4,20
JFK,Terminal 4 (IAT),12/30/2017,0500 - 0600,22,54,447,2,16
JFK,Terminal 4 (IAT),12/30/2017,0600 - 0700,18,67,471,2,12
JFK,Terminal 4 (IAT),12/30/2017,0700 - 0800,47,134,936,3,12
JFK,Terminal 4 (IAT),12/30/2017,0900 - 1000,13,36,173,1,8
JFK,Terminal 4 (IAT),12/30/2017,1000 - 1100,23,50,282,2,9
JFK,Terminal 4 (IAT),12/30/2017,1100 - 1200,13,35,597,2,24
JFK,Terminal 4 (IAT),12/30/2017,1200 - 1300,22,56,1339,6,28
JFK,Terminal 4 (IAT),12/30/2017,1300 - 1400,21,57,2092,11,33
JFK,Terminal 4 (IAT),12/30/2017,1400 - 1500,13,41,1170,6,37
JFK,Terminal 4 (IAT),12/30/2017,1500 - 1600,18,68,659,4,25
JFK,Terminal 4 (IAT),12/30/2017,1600 - 1700,19,59,1458,6,21
JFK,Terminal 4 (IAT),12/30/2017,1700 - 1800,38,74,766,4,19
JFK,Terminal 4 (IAT),12/30/2017,1800 - 1900,17,59,1188,5,23
JFK,Terminal 4 (IAT),12/30/2017,1900 - 2000,25,72,1552,7,22
JFK,Terminal 4 (IAT),12/30/2017,2000 - 2100,19,58,1099,4,22
JFK,Terminal 4 (IAT),12/30/2017,2100 - 2200,18,43,791,5,18
JFK,Terminal 4 (IAT),12/30/2017,2200 - 2300,20,46,824,5,19
JFK,Terminal 4 (IAT),12/30/2017,2300 - 0000,21,56,798,4,22
JFK,Terminal 5 (Jet Blue),12/30/2017,0500 - 0600,13,31,140,1,3
JFK,Terminal 5 (Jet Blue),12/30/2017,0700 - 0800,19,43,173,1,4
JFK,Terminal 5 (Jet Blue),12/30/2017,0800 - 0900,21,53,320,2,7
JFK,Terminal 5 (Jet Blue),12/30/2017,0900 - 1000,12,25,139,1,7
JFK,Terminal 5 (Jet Blue),12/30/2017,1000 - 1100,51,64,143,1,4
JFK,Terminal 5 (Jet Blue),12/30/2017,1500 - 1600,5,24,380,3,10
JFK,Terminal 5 (Jet Blue),12/30/2017,1600 - 1700,10,27,581,4,9
JFK,Terminal 5 (Jet Blue),12/30/2017,1700 - 1800,37,62,242,2,12
JFK,Terminal 5 (Jet Blue),12/30/2017,1800 - 1900,12,53,569,4,12
JFK,Terminal 5 (Jet Blue),12/30/2017,1900 - 2000,23,73,936,6,15
JFK,Terminal 5 (Jet Blue),12/30/2017,2000 - 2100,15,49,723,4,12
JFK,Terminal 5 (Jet Blue),12/30/2017,2100 - 2200,25,34,142,1,10
JFK,Terminal 5 (Jet Blue),12/30/2017,2200 - 2300,9,28,455,3,7
JFK,Terminal 5 (Jet Blue),12/30/2017,2300 - 0000,12,35,339,3,6
JFK,Terminal 7 (British),12/30/2017,0600 - 0700,17,36,120,1,7
JFK,Terminal 7 (British),12/30/2017,0700 - 0800,22,52,265,1,7
JFK,Terminal 7 (British),12/30/2017,0800 - 0900,24,54,274,1,11
JFK,Terminal 7 (British),12/30/2017,0900 - 1000,27,48,196,1,8
JFK,Terminal 7 (British),12/30/2017,1100 - 1200,16,34,260,1,8
JFK,Terminal 7 (British),12/30/2017,1300 - 1400,11,26,362,2,9
JFK,Terminal 7 (British),12/30/2017,1400 - 1500,18,38,412,2,10
JFK,Terminal 7 (British),12/30/2017,1500 - 1600,32,73,612,3,13
JFK,Terminal 7 (British),12/30/2017,1700 - 1800,28,59,410,2,8
JFK,Terminal 7 (British),12/30/2017,1800 - 1900,10,23,264,2,7
JFK,Terminal 7 (British),12/30/2017,1900 - 2000,28,61,347,1,11
JFK,Terminal 7 (British),12/30/2017,2000 - 2100,34,110,840,3,9
JFK,Terminal 7 (British),12/30/2017,2100 - 2200,22,83,223,1,9
JFK,Terminal 7 (British),12/30/2017,2200 - 2300,18,42,106,2,4
JFK,Terminal 7 (British),12/30/2017,2300 - 0000,10,17,141,1,4
JFK,Terminal 8 (American),12/30/2017,0600 - 0700,27,69,1328,5,18
JFK,Terminal 8 (American),12/30/2017,0700 - 0800,25,53,476,2,14
JFK,Terminal 8 (American),12/30/2017,1100 - 1200,15,26,329,2,10
JFK,Terminal 8 (American),12/30/2017,1200 - 1300,20,61,572,3,10
JFK,Terminal 8 (American),12/30/2017,1300 - 1400,12,24,203,1,9
JFK,Terminal 8 (American),12/30/2017,1400 - 1500,21,62,739,3,11
JFK,Terminal 8 (American),12/30/2017,1500 - 1600,26,53,221,1,17
JFK,Terminal 8 (American),12/30/2017,1600 - 1700,20,51,808,4,17
JFK,Terminal 8 (American),12/30/2017,1700 - 1800,13,26,109,1,12
JFK,Terminal 8 (American),12/30/2017,1800 - 1900,23,73,759,4,9
JFK,Terminal 8 (American),12/30/2017,1900 - 2000,10,21,170,1,4
JFK,Terminal 8 (American),12/30/2017,2000 - 2100,14,36,268,1,8
JFK,Terminal 8 (American),12/30/2017,2200 - 2300,29,63,401,2,7
JFK,Terminal 1,12/31/2017,0000 - 0100,20,42,292,1,9
JFK,Terminal 1,12/31/2017,0100 - 0200,10,25,274,1,8
JFK,Terminal 1,12/31/2017,0800 - 0900,24,55,211,1,6
JFK,Terminal 1,12/31/2017,0900 - 1000,20,45,204,1,12
JFK,Terminal 1,12/31/2017,1000 - 1100,17,69,346,1,9
JFK,Terminal 1,12/31/2017,1100 - 1200,26,76,1107,4,17
JFK,Terminal 1,12/31/2017,1200 - 1300,12,30,428,2,17
JFK,Terminal 1,12/31/2017,1300 - 1400,20,74,1220,4,21
JFK,Terminal 1,12/31/2017,1400 - 1500,17,38,433,3,14
JFK,Terminal 1,12/31/2017,1500 - 1600,43,91,902,3,13
JFK,Terminal 1,12/31/2017,1600 - 1700,20,62,528,2,14
JFK,Terminal 1,12/31/2017,1800 - 1900,31,99,1164,5,12
JFK,Terminal 1,12/31/2017,1900 - 2000,15,40,351,1,13
JFK,Terminal 1,12/31/2017,2000 - 2100,25,82,1395,5,14
JFK,Terminal 1,12/31/2017,2100 - 2200,23,54,587,2,12
JFK,Terminal 1,12/31/2017,2200 - 2300,15,35,633,3,13
JFK,Terminal 1,12/31/2017,2300 - 0000,15,39,574,2,11
JFK,Terminal 4 (IAT),12/31/2017,0000 - 0100,25,88,686,5,21
JFK,Terminal 4 (IAT),12/31/2017,0100 - 0200,7,24,262,2,11
JFK,Terminal 4 (IAT),12/31/2017,0200 - 0300,19,59,520,4,16
JFK,Terminal 4 (IAT),12/31/2017,0300 - 0400,32,84,394,2,20
JFK,Terminal 4 (IAT),12/31/2017,0400 - 0500,27,79,1141,6,25
JFK,Terminal 4 (IAT),12/31/2017,0500 - 0600,12,40,658,3,19
JFK,Terminal 4 (IAT),12/31/2017,0600 - 0700,12,33,970,4,22
JFK,Terminal 4 (IAT),12/31/2017,0700 - 0800,14,34,700,2,22
JFK,Terminal 4 (IAT),12/31/2017,1000 - 1100,13,30,321,2,11
JFK,Terminal 4 (IAT),12/31/2017,1100 - 1200,16,61,1051,5,18
JFK,Terminal 4 (IAT),12/31/2017,1200 - 1300,18,61,1740,8,25
JFK,Terminal 4 (IAT),12/31/2017,1300 - 1400,23,62,1600,8,26
JFK,Terminal 4 (IAT),12/31/2017,1400 - 1500,21,59,898,5,25
JFK,Terminal 4 (IAT),12/31/2017,1500 - 1600,22,60,2099,8,29
JFK,Terminal 4 (IAT),12/31/2017,1600 - 1700,16,32,738,4,20
JFK,Terminal 4 (IAT),12/31/2017,1700 - 1800,46,60,167,1,7
JFK,Terminal 4 (IAT),12/31/2017,1800 - 1900,20,74,1097,5,17
JFK,Terminal 4 (IAT),12/31/2017,1900 - 2000,25,78,1954,8,19
JFK,Terminal 4 (IAT),12/31/2017,2000 - 2100,20,66,1288,6,17
JFK,Terminal 4 (IAT),12/31/2017,2100 - 2200,15,33,215,2,6
JFK,Terminal 4 (IAT),12/31/2017,2200 - 2300,39,89,680,4,11
JFK,Terminal 4 (IAT),12/31/2017,2300 - 0000,46,65,183,2,9
JFK,Terminal 5 (Jet Blue),12/31/2017,0000 - 0100,16,21,6,1,0
JFK,Terminal 5 (Jet Blue),12/31/2017,0600 - 0700,12,32,153,1,4
JFK,Terminal 5 (Jet Blue),12/31/2017,0800 - 0900,6,14,36,1,5
JFK,Terminal 5 (Jet Blue),12/31/2017,0900 - 1000,17,49,273,2,5
JFK,Terminal 5 (Jet Blue),12/31/2017,1000 - 1100,8,26,127,1,5
JFK,Terminal 5 (Jet Blue),12/31/2017,1300 - 1400,16,32,152,1,8
JFK,Terminal 5 (Jet Blue),12/31/2017,1400 - 1500,26,77,376,3,11
JFK,Terminal 5 (Jet Blue),12/31/2017,1500 - 1600,43,53,144,1,8
JFK,Terminal 5 (Jet Blue),12/31/2017,1600 - 1700,2,8,120,1,7
JFK,Terminal 5 (Jet Blue),12/31/2017,1700 - 1800,9,31,439,3,8
JFK,Terminal 5 (Jet Blue),12/31/2017,1800 - 1900,16,57,910,7,9
JFK,Terminal 5 (Jet Blue),12/31/2017,1900 - 2000,16,27,130,1,7
JFK,Terminal 5 (Jet Blue),12/31/2017,2000 - 2100,13,33,665,3,10
JFK,Terminal 5 (Jet Blue),12/31/2017,2100 - 2200,7,22,616,5,8
JFK,Terminal 5 (Jet Blue),12/31/2017,2300 - 0000,4,6,6,1,0
JFK,Terminal 7 (British),12/31/2017,0600 - 0700,14,33,117,1,5
JFK,Terminal 7 (British),12/31/2017,0700 - 0800,23,63,269,1,10
JFK,Terminal 7 (British),12/31/2017,0800 - 0900,19,47,479,2,12
JFK,Terminal 7 (British),12/31/2017,1100 - 1200,17,29,264,1,9
JFK,Terminal 7 (British),12/31/2017,1200 - 1300,22,34,250,2,9
JFK,Terminal 7 (British),12/31/2017,1300 - 1400,8,16,106,1,5
JFK,Terminal 7 (British),12/31/2017,1400 - 1500,9,22,194,1,6
JFK,Terminal 7 (British),12/31/2017,1500 - 1600,19,57,626,3,9
JFK,Terminal 7 (British),12/31/2017,1600 - 1700,18,51,394,2,10
JFK,Terminal 7 (British),12/31/2017,1900 - 2000,14,27,534,2,9
JFK,Terminal 7 (British),12/31/2017,2100 - 2200,5,12,111,1,5
JFK,Terminal 7 (British),12/31/2017,2200 - 2300,8,22,384,2,6
JFK,Terminal 8 (American),12/31/2017,0600 - 0700,26,76,1051,4,10
JFK,Terminal 8 (American),12/31/2017,0700 - 0800,24,61,728,3,13
JFK,Terminal 8 (American),12/31/2017,1100 - 1200,34,47,161,1,5
JFK,Terminal 8 (American),12/31/2017,1200 - 1300,17,49,664,3,11
JFK,Terminal 8 (American),12/31/2017,1300 - 1400,12,21,142,2,6
JFK,Terminal 8 (American),12/31/2017,1400 - 1500,20,56,717,3,13
JFK,Terminal 8 (American),12/31/2017,1500 - 1600,14,33,200,1,7
JFK,Terminal 8 (American),12/31/2017,1600 - 1700,20,50,912,5,13
JFK,Terminal 8 (American),12/31/2017,1700 - 1800,19,32,417,2,14
JFK,Terminal 8 (American),12/31/2017,1800 - 1900,12,24,153,1,7
JFK,Terminal 8 (American),12/31/2017,1900 - 2000,17,47,738,3,10
JFK,Terminal 8 (American),12/31/2017,2100 - 2200,26,39,410,2,10
JFK,Terminal 8 (American),12/31/2017,2200 - 2300,19,33,257,1,10
JFK,Terminal 1,1/1/2018,0900 - 1000,17,47,791,3,12
JFK,Terminal 1,1/1/2018,1000 - 1100,18,52,687,2,12
JFK,Terminal 1,1/1/2018,1100 - 1200,13,36,1069,4,17
JFK,Terminal 1,1/1/2018,1200 - 1300,16,32,382,1,16
JFK,Terminal 1,1/1/2018,1300 - 1400,29,106,1305,4,22
JFK,Terminal 1,1/1/2018,1400 - 1500,41,89,261,1,20
JFK,Terminal 1,1/1/2018,1600 - 1700,17,46,1050,3,15
JFK,Terminal 1,1/1/2018,1700 - 1800,16,50,510,2,15
JFK,Terminal 1,1/1/2018,1800 - 1900,22,60,589,2,13
JFK,Terminal 1,1/1/2018,1900 - 2000,8,12,134,1,8
JFK,Terminal 1,1/1/2018,2000 - 2100,43,113,420,3,17
JFK,Terminal 1,1/1/2018,2100 - 2200,31,103,1260,5,19
JFK,Terminal 1,1/1/2018,2200 - 2300,23,61,536,3,16
JFK,Terminal 1,1/1/2018,2300 - 0000,26,55,262,1,9
JFK,Terminal 4 (IAT),1/1/2018,0000 - 0100,16,77,472,4,16
JFK,Terminal 4 (IAT),1/1/2018,0100 - 0200,10,29,312,3,12
JFK,Terminal 4 (IAT),1/1/2018,0200 - 0300,10,39,208,2,7
JFK,Terminal 4 (IAT),1/1/2018,0300 - 0400,25,75,338,2,9
JFK,Terminal 4 (IAT),1/1/2018,0400 - 0500,16,59,1046,6,17
JFK,Terminal 4 (IAT),1/1/2018,0500 - 0600,21,41,537,2,10
JFK,Terminal 4 (IAT),1/1/2018,0600 - 0700,11,36,584,2,10
JFK,Terminal 4 (IAT),1/1/2018,0800 - 0900,13,49,725,2,12
JFK,Terminal 4 (IAT),1/1/2018,0900 - 1000,23,50,349,2,5
JFK,Terminal 4 (IAT),1/1/2018,1100 - 1200,21,80,1139,5,17
JFK,Terminal 4 (IAT),1/1/2018,1200 - 1300,15,74,1118,6,24
JFK,Terminal 4 (IAT),1/1/2018,1300 - 1400,23,49,2125,8,32
JFK,Terminal 4 (IAT),1/1/2018,1400 - 1500,24,62,1285,6,29
JFK,Terminal 4 (IAT),1/1/2018,1500 - 1600,17,60,1444,7,21
JFK,Terminal 4 (IAT),1/1/2018,1600 - 1700,15,35,762,3,21
JFK,Terminal 4 (IAT),1/1/2018,1700 - 1800,23,87,739,5,18
JFK,Terminal 4 (IAT),1/1/2018,1800 - 1900,25,140,1008,4,21
JFK,Terminal 4 (IAT),1/1/2018,1900 - 2000,61,129,893,3,22
JFK,Terminal 4 (IAT),1/1/2018,2000 - 2100,45,89,1557,8,30
JFK,Terminal 4 (IAT),1/1/2018,2100 - 2200,22,55,552,3,31
JFK,Terminal 4 (IAT),1/1/2018,2200 - 2300,14,42,759,6,15
JFK,Terminal 4 (IAT),1/1/2018,2300 - 0000,6,17,604,4,8
JFK,Terminal 5 (Jet Blue),1/1/2018,0500 - 0600,11,22,102,1,5
JFK,Terminal 5 (Jet Blue),1/1/2018,0600 - 0700,10,22,168,1,5
JFK,Terminal 5 (Jet Blue),1/1/2018,0800 - 0900,17,37,191,1,5
JFK,Terminal 5 (Jet Blue),1/1/2018,0900 - 1000,12,31,388,3,6
JFK,Terminal 5 (Jet Blue),1/1/2018,1400 - 1500,5,15,265,2,10
JFK,Terminal 5 (Jet Blue),1/1/2018,1500 - 1600,44,61,436,3,10
JFK,Terminal 5 (Jet Blue),1/1/2018,1600 - 1700,2,7,111,1,8
JFK,Terminal 5 (Jet Blue),1/1/2018,1700 - 1800,7,20,194,1,8
JFK,Terminal 5 (Jet Blue),1/1/2018,1800 - 1900,4,18,758,5,15
JFK,Terminal 5 (Jet Blue),1/1/2018,1900 - 2000,9,25,561,4,15
JFK,Terminal 5 (Jet Blue),1/1/2018,2100 - 2200,9,47,385,5,11
JFK,Terminal 5 (Jet Blue),1/1/2018,2200 - 2300,5,17,119,2,7
JFK,Terminal 5 (Jet Blue),1/1/2018,2300 - 0000,41,56,6,1,0
JFK,Terminal 7 (British),1/1/2018,0600 - 0700,14,37,94,1,3
JFK,Terminal 7 (British),1/1/2018,0700 - 0800,20,50,272,1,6
JFK,Terminal 7 (British),1/1/2018,0800 - 0900,17,37,265,1,6
