Airport,Terminal,Date,Hour,All Passengers Average Wait Time,All Passengers Max Wait Time,Number of Passengers,Number of Flights,Number of Booths
JFK,Terminal 8 (American),12/23/2017,2000 - 2100,27,62,393,2,11
JFK,Terminal 8 (American),12/23/2017,2200 - 2300,18,36,256,1,8
JFK,Terminal 8 (American),12/23/2017,2300 - 0000,11,25,144,1,4
JFK,Terminal 1,12/24/2017,0000 - 0100,17,59,372,2,9
JFK,Terminal 1,12/24/2017,0900 - 1000,31,79,748,3,18
JFK,Terminal 1,12/24/2017,1100 - 1200,14,39,356,2,16
JFK,Terminal 1,12/24/2017,1200 - 1300,18,39,539,2,16
JFK,Terminal 1,12/24/2017,1300 - 1400,29,97,2096,7,23
JFK,Terminal 1,12/24/2017,1400 - 1500,42,93,321,1,18
JFK,Terminal 1,12/24/2017,1500 - 1600,39,82,364,2,17
JFK,Terminal 1,12/24/2017,1600 - 1700,17,38,497,2,15
JFK,Terminal 1,12/24/2017,1700 - 1800,26,102,977,3,15
JFK,Terminal 1,12/24/2017,1800 - 1900,40,100,660,3,14
JFK,Terminal 1,12/24/2017,1900 - 2000,48,87,273,1,14
JFK,Terminal 1,12/24/2017,2000 - 2100,25,52,918,3,18
JFK,Terminal 1,12/24/2017,2100 - 2200,36,74,1170,6,16
JFK,Terminal 1,12/24/2017,2300 - 0000,17,31,275,1,12
JFK,Terminal 4 (IAT),12/24/2017,0000 - 0100,16,45,619,5,20
JFK,Terminal 4 (IAT),12/24/2017,0100 - 0200,15,38,348,3,18
JFK,Terminal 4 (IAT),12/24/2017,0200 - 0300,32,71,433,3,17
JFK,Terminal 4 (IAT),12/24/2017,0300 - 0400,11,26,278,1,10
JFK,Terminal 4 (IAT),12/24/2017,0400 - 0500,36,134,1661,9,22
JFK,Terminal 4 (IAT),12/24/2017,0500 - 0600,32,106,447,2,19
JFK,Terminal 4 (IAT),12/24/2017,0600 - 0700,27,80,631,3,19
JFK,Terminal 4 (IAT),12/24/2017,0700 - 0800,16,36,195,1,16
JFK,Terminal 4 (IAT),12/24/2017,0900 - 1000,16,43,227,2,9
JFK,Terminal 4 (IAT),12/24/2017,1000 - 1100,6,25,180,2,8
JFK,Terminal 4 (IAT),12/24/2017,1100 - 1200,27,75,939,4,20
JFK,Terminal 4 (IAT),12/24/2017,1200 - 1300,21,45,971,5,30
JFK,Terminal 4 (IAT),12/24/2017,1300 - 1400,19,52,1673,10,35
JFK,Terminal 4 (IAT),12/24/2017,1400 - 1500,8,25,612,3,31
JFK,Terminal 4 (IAT),12/24/2017,1500 - 1600,15,53,1352,8,26
JFK,Terminal 4 (IAT),12/24/2017,1600 - 1700,28,74,1140,5,24
JFK,Terminal 4 (IAT),12/24/2017,1700 - 1800,24,84,376,4,16
JFK,Terminal 4 (IAT),12/24/2017,1800 - 1900,15,50,679,4,21
JFK,Terminal 4 (IAT),12/24/2017,1900 - 2000,13,38,551,5,11
JFK,Terminal 4 (IAT),12/24/2017,2000 - 2100,19,58,1077,6,21
JFK,Terminal 4 (IAT),12/24/2017,2100 - 2200,25,56,430,3,20
JFK,Terminal 4 (IAT),12/24/2017,2200 - 2300,8,20,67,1,8
JFK,Terminal 4 (IAT),12/24/2017,2300 - 0000,16,57,659,7,22
JFK,Terminal 5 (Jet Blue),12/24/2017,0000 - 0100,7,13,9,1,0
JFK,Terminal 5 (Jet Blue),12/24/2017,0400 - 0500,23,46,126,1,5
JFK,Terminal 5 (Jet Blue),12/24/2017,0600 - 0700,18,46,175,1,5
JFK,Terminal 5 (Jet Blue),12/24/2017,0800 - 0900,20,63,165,1,6
JFK,Terminal 5 (Jet Blue),12/24/2017,0900 - 1000,29,69,195,1,6
JFK,Terminal 5 (Jet Blue),12/24/2017,1000 - 1100,20,56,292,2,6
JFK,Terminal 5 (Jet Blue),12/24/2017,1300 - 1400,18,41,133,1,7
JFK,Terminal 5 (Jet Blue),12/24/2017,1500 - 1600,7,21,306,4,11
JFK,Terminal 5 (Jet Blue),12/24/2017,1600 - 1700,5,12,87,1,9
JFK,Terminal 5 (Jet Blue),12/24/2017,1700 - 1800,15,42,250,3,9
JFK,Terminal 5 (Jet Blue),12/24/2017,1800 - 1900,10,43,568,7,9
JFK,Terminal 5 (Jet Blue),12/24/2017,1900 - 2000,25,96,567,4,9
JFK,Terminal 5 (Jet Blue),12/24/2017,2000 - 2100,12,42,52,1,4
JFK,Terminal 5 (Jet Blue),12/24/2017,2100 - 2200,13,45,151,4,5
JFK,Terminal 7 (British),12/24/2017,0000 - 0100,5,14,66,1,4
JFK,Terminal 7 (British),12/24/2017,0600 - 0700,35,71,125,1,3
JFK,Terminal 7 (British),12/24/2017,0800 - 0900,23,50,248,1,8
JFK,Terminal 7 (British),12/24/2017,0900 - 1000,28,61,383,2,10
JFK,Terminal 7 (British),12/24/2017,1200 - 1300,28,64,468,2,8
JFK,Terminal 7 (British),12/24/2017,1300 - 1400,12,24,95,1,8
JFK,Terminal 7 (British),12/24/2017,1400 - 1500,13,28,186,1,9
JFK,Terminal 7 (British),12/24/2017,1500 - 1600,40,98,458,3,10
JFK,Terminal 7 (British),12/24/2017,1600 - 1700,26,47,168,1,10
JFK,Terminal 7 (British),12/24/2017,1700 - 1800,9,23,153,1,9
JFK,Terminal 7 (British),12/24/2017,1800 - 1900,24,52,233,1,9
JFK,Terminal 7 (British),12/24/2017,1900 - 2000,29,60,267,1,8
JFK,Terminal 7 (British),12/24/2017,2200 - 2300,8,16,38,1,3
JFK,Terminal 8 (American),12/24/2017,0500 - 0600,19,51,139,1,10
JFK,Terminal 8 (American),12/24/2017,0600 - 0700,32,69,814,3,11
JFK,Terminal 8 (American),12/24/2017,0700 - 0800,19,38,403,2,9
JFK,Terminal 8 (American),12/24/2017,0800 - 0900,20,40,305,1,8
JFK,Terminal 8 (American),12/24/2017,1000 - 1100,9,19,38,1,7
JFK,Terminal 8 (American),12/24/2017,1200 - 1300,13,24,318,2,14
JFK,Terminal 8 (American),12/24/2017,1300 - 1400,21,56,699,4,14
JFK,Terminal 8 (American),12/24/2017,1400 - 1500,35,81,473,2,16
JFK,Terminal 8 (American),12/24/2017,1600 - 1700,17,42,555,5,13
JFK,Terminal 8 (American),12/24/2017,1700 - 1800,15,23,71,1,11
JFK,Terminal 8 (American),12/24/2017,1800 - 1900,15,37,508,3,13
JFK,Terminal 8 (American),12/24/2017,1900 - 2000,16,35,180,1,8
JFK,Terminal 8 (American),12/24/2017,2000 - 2100,23,50,290,1,10
JFK,Terminal 8 (American),12/24/2017,2100 - 2200,26,40,98,1,8
JFK,Terminal 8 (American),12/24/2017,2200 - 2300,23,51,402,2,10
JFK,Terminal 1,12/25/2017,0000 - 0100,10,24,254,1,14
JFK,Terminal 1,12/25/2017,0800 - 0900,21,45,90,1,5
JFK,Terminal 1,12/25/2017,0900 - 1000,26,56,587,3,13
JFK,Terminal 1,12/25/2017,1000 - 1100,19,41,413,2,14
JFK,Terminal 1,12/25/2017,1100 - 1200,13,25,167,1,10
JFK,Terminal 1,12/25/2017,1200 - 1300,25,118,919,4,12
JFK,Terminal 1,12/25/2017,1300 - 1400,47,127,1149,3,17
JFK,Terminal 1,12/25/2017,1400 - 1500,55,111,664,3,19
JFK,Terminal 1,12/25/2017,1600 - 1700,20,41,750,2,19
JFK,Terminal 1,12/25/2017,1700 - 1800,23,45,549,2,15
JFK,Terminal 1,12/25/2017,1800 - 1900,20,45,736,3,17
JFK,Terminal 1,12/25/2017,2000 - 2100,27,62,952,3,19
JFK,Terminal 1,12/25/2017,2100 - 2200,48,108,1145,5,17
JFK,Terminal 1,12/25/2017,2200 - 2300,23,58,301,1,9
JFK,Terminal 1,12/25/2017,2300 - 0000,32,75,549,2,13
JFK,Terminal 4 (IAT),12/25/2017,0000 - 0100,14,53,575,5,16
JFK,Terminal 4 (IAT),12/25/2017,0200 - 0300,18,64,301,3,11
JFK,Terminal 4 (IAT),12/25/2017,0300 - 0400,23,87,294,2,6
JFK,Terminal 4 (IAT),12/25/2017,0400 - 0500,35,86,1073,6,25
JFK,Terminal 4 (IAT),12/25/2017,0500 - 0600,25,58,371,2,17
JFK,Terminal 4 (IAT),12/25/2017,0700 - 0800,16,41,492,2,14
JFK,Terminal 4 (IAT),12/25/2017,0800 - 0900,13,30,387,1,16
JFK,Terminal 4 (IAT),12/25/2017,0900 - 1000,19,35,176,1,12
JFK,Terminal 4 (IAT),12/25/2017,1000 - 1100,15,33,289,1,18
JFK,Terminal 4 (IAT),12/25/2017,1100 - 1200,23,51,681,4,15
JFK,Terminal 4 (IAT),12/25/2017,1200 - 1300,27,95,1209,7,22
JFK,Terminal 4 (IAT),12/25/2017,1300 - 1400,41,90,1440,7,30
JFK,Terminal 4 (IAT),12/25/2017,1400 - 1500,28,95,1136,5,28
JFK,Terminal 4 (IAT),12/25/2017,1500 - 1600,46,107,1126,6,22
JFK,Terminal 4 (IAT),12/25/2017,1600 - 1700,29,86,515,4,20
JFK,Terminal 4 (IAT),12/25/2017,1700 - 1800,11,34,714,6,21
JFK,Terminal 4 (IAT),12/25/2017,1800 - 1900,11,25,220,2,19
JFK,Terminal 4 (IAT),12/25/2017,1900 - 2000,34,79,1195,5,27
JFK,Terminal 4 (IAT),12/25/2017,2000 - 2100,27,108,1377,9,22
JFK,Terminal 4 (IAT),12/25/2017,2100 - 2200,30,87,173,2,12
JFK,Terminal 4 (IAT),12/25/2017,2200 - 2300,19,46,286,3,13
JFK,Terminal 4 (IAT),12/25/2017,2300 - 0000,17,69,787,7,18
JFK,Terminal 5 (Jet Blue),12/25/2017,0500 - 0600,8,18,74,1,5
JFK,Terminal 5 (Jet Blue),12/25/2017,0600 - 0700,5,14,41,1,5
JFK,Terminal 5 (Jet Blue),12/25/2017,0800 - 0900,21,54,391,2,7
JFK,Terminal 5 (Jet Blue),12/25/2017,0900 - 1000,10,26,229,2,8
JFK,Terminal 5 (Jet Blue),12/25/2017,1300 - 1400,17,39,201,1,7
JFK,Terminal 5 (Jet Blue),12/25/2017,1500 - 1600,8,28,309,4,9
JFK,Terminal 5 (Jet Blue),12/25/2017,1600 - 1700,10,30,319,3,9
JFK,Terminal 5 (Jet Blue),12/25/2017,1700 - 1800,5,16,43,1,3
JFK,Terminal 5 (Jet Blue),12/25/2017,1800 - 1900,23,81,911,7,8
JFK,Terminal 5 (Jet Blue),12/25/2017,1900 - 2000,21,78,339,3,9
JFK,Terminal 5 (Jet Blue),12/25/2017,2000 - 2100,20,47,329,2,9
JFK,Terminal 5 (Jet Blue),12/25/2017,2100 - 2200,19,51,550,4,8
JFK,Terminal 7 (British),12/25/2017,0600 - 0700,27,53,108,1,4
JFK,Terminal 7 (British),12/25/2017,0800 - 0900,43,110,603,3,8
JFK,Terminal 7 (British),12/25/2017,1100 - 1200,13,29,329,2,9
JFK,Terminal 7 (British),12/25/2017,1300 - 1400,12,26,107,1,6
JFK,Terminal 7 (British),12/25/2017,1400 - 1500,24,64,164,1,7
JFK,Terminal 7 (British),12/25/2017,1500 - 1600,45,84,601,3,14
JFK,Terminal 7 (British),12/25/2017,1800 - 1900,32,69,251,1,10
JFK,Terminal 7 (British),12/25/2017,1900 - 2000,27,57,179,1,8
JFK,Terminal 7 (British),12/25/2017,2000 - 2100,27,43,243,1,6
JFK,Terminal 7 (British),12/25/2017,2100 - 2200,10,23,142,1,7
JFK,Terminal 7 (British),12/25/2017,2200 - 2300,19,38,292,2,7
JFK,Terminal 8 (American),12/25/2017,0600 - 0700,43,131,1035,5,9
JFK,Terminal 8 (American),12/25/2017,0700 - 0800,54,99,183,1,9
JFK,Terminal 8 (American),12/25/2017,0800 - 0900,27,58,197,1,9
JFK,Terminal 8 (American),12/25/2017,1100 - 1200,12,28,196,2,10
JFK,Terminal 8 (American),12/25/2017,1200 - 1300,22,49,486,3,13
JFK,Terminal 8 (American),12/25/2017,1300 - 1400,18,43,351,2,10
JFK,Terminal 8 (American),12/25/2017,1500 - 1600,39,92,544,3,12
JFK,Terminal 8 (American),12/25/2017,1600 - 1700,20,45,425,3,17
JFK,Terminal 8 (American),12/25/2017,1700 - 1800,20,47,356,2,16
JFK,Terminal 8 (American),12/25/2017,1800 - 1900,21,50,286,2,9
JFK,Terminal 8 (American),12/25/2017,2000 - 2100,17,36,258,1,9
JFK,Terminal 8 (American),12/25/2017,2100 - 2200,18,41,196,2,6
JFK,Terminal 8 (American),12/25/2017,2200 - 2300,18,34,166,1,8
JFK,Terminal 1,12/26/2017,0000 - 0100,18,47,185,1,6
JFK,Terminal 1,12/26/2017,0800 - 0900,64,122,125,1,9
JFK,Terminal 1,12/26/2017,0900 - 1000,53,100,1024,4,15
JFK,Terminal 1,12/26/2017,1100 - 1200,20,69,616,3,12
JFK,Terminal 1,12/26/2017,1200 - 1300,50,146,696,3,12
JFK,Terminal 1,12/26/2017,1300 - 1400,62,151,938,3,14
JFK,Terminal 1,12/26/2017,1400 - 1500,86,158,989,3,25
JFK,Terminal 1,12/26/2017,1500 - 1600,48,90,493,1,21
JFK,Terminal 1,12/26/2017,1600 - 1700,46,75,507,2,23
JFK,Terminal 1,12/26/2017,1700 - 1800,17,41,485,2,19
JFK,Terminal 1,12/26/2017,1800 - 1900,20,41,516,2,15
JFK,Terminal 1,12/26/2017,1900 - 2000,20,49,788,3,18
JFK,Terminal 1,12/26/2017,2000 - 2100,34,83,882,3,19
JFK,Terminal 1,12/26/2017,2100 - 2200,31,61,508,2,19
JFK,Terminal 1,12/26/2017,2200 - 2300,11,20,184,1,15
JFK,Terminal 1,12/26/2017,2300 - 0000,11,21,269,1,17
JFK,Terminal 4 (IAT),12/26/2017,0000 - 0100,27,76,525,5,15
JFK,Terminal 4 (IAT),12/26/2017,0100 - 0200,13,34,148,1,6
JFK,Terminal 4 (IAT),12/26/2017,0200 - 0300,29,67,134,1,10
JFK,Terminal 4 (IAT),12/26/2017,0300 - 0400,32,100,667,4,14
JFK,Terminal 4 (IAT),12/26/2017,0400 - 0500,25,74,682,4,25
JFK,Terminal 4 (IAT),12/26/2017,0500 - 0600,18,41,341,2,25
JFK,Terminal 4 (IAT),12/26/2017,0600 - 0700,15,49,619,3,16
JFK,Terminal 4 (IAT),12/26/2017,0700 - 0800,17,42,208,1,9
JFK,Terminal 4 (IAT),12/26/2017,0800 - 0900,20,52,246,1,11
JFK,Terminal 4 (IAT),12/26/2017,0900 - 1000,30,90,641,3,11
JFK,Terminal 4 (IAT),12/26/2017,1000 - 1100,49,80,289,1,18
JFK,Terminal 4 (IAT),12/26/2017,1100 - 1200,30,81,597,3,23
JFK,Terminal 4 (IAT),12/26/2017,1200 - 1300,25,58,1087,6,22
JFK,Terminal 4 (IAT),12/26/2017,1300 - 1400,30,81,2322,11,38
JFK,Terminal 4 (IAT),12/26/2017,1400 - 1500,15,33,891,4,32
JFK,Terminal 4 (IAT),12/26/2017,1500 - 1600,22,73,1309,7,27
JFK,Terminal 4 (IAT),12/26/2017,1600 - 1700,23,58,401,3,20
JFK,Terminal 4 (IAT),12/26/2017,1700 - 1800,11,30,964,7,22
JFK,Terminal 4 (IAT),12/26/2017,1800 - 1900,16,41,284,2,12
JFK,Terminal 4 (IAT),12/26/2017,1900 - 2000,39,95,1914,7,33
JFK,Terminal 4 (IAT),12/26/2017,2000 - 2100,20,74,745,5,23
JFK,Terminal 4 (IAT),12/26/2017,2100 - 2200,21,68,607,3,15
JFK,Terminal 4 (IAT),12/26/2017,2200 - 2300,15,53,828,6,18
JFK,Terminal 4 (IAT),12/26/2017,2300 - 0000,16,54,808,5,23
JFK,Terminal 5 (Jet Blue),12/26/2017,0500 - 0600,6,16,77,1,6
JFK,Terminal 5 (Jet Blue),12/26/2017,0600 - 0700,5,13,63,1,6
JFK,Terminal 5 (Jet Blue),12/26/2017,0800 - 0900,31,75,487,3,8
JFK,Terminal 5 (Jet Blue),12/26/2017,0900 - 1000,8,27,139,1,6
JFK,Terminal 5 (Jet Blue),12/26/2017,1400 - 1500,8,26,119,1,7
JFK,Terminal 5 (Jet Blue),12/26/2017,1500 - 1600,6,20,364,3,10
JFK,Terminal 5 (Jet Blue),12/26/2017,1600 - 1700,3,14,283,2,5
JFK,Terminal 5 (Jet Blue),12/26/2017,1700 - 1800,31,53,207,2,6
JFK,Terminal 5 (Jet Blue),12/26/2017,1800 - 1900,25,77,745,5,12
JFK,Terminal 5 (Jet Blue),12/26/2017,1900 - 2000,21,67,609,4,13
JFK,Terminal 5 (Jet Blue),12/26/2017,2000 - 2100,22,61,429,2,8
JFK,Terminal 5 (Jet Blue),12/26/2017,2100 - 2200,10,30,235,2,6
JFK,Terminal 5 (Jet Blue),12/26/2017,2200 - 2300,19,60,494,4,7
JFK,Terminal 5 (Jet Blue),12/26/2017,2300 - 0000,13,45,13,2,0
JFK,Terminal 7 (British),12/26/2017,0000 - 0100,10,20,55,1,3
JFK,Terminal 7 (British),12/26/2017,0600 - 0700,17,32,110,1,6
JFK,Terminal 7 (British),12/26/2017,0800 - 0900,38,90,666,3,8
JFK,Terminal 7 (British),12/26/2017,1100 - 1200,13,27,293,2,9
JFK,Terminal 7 (British),12/26/2017,1200 - 1300,11,23,225,1,9
JFK,Terminal 7 (British),12/26/2017,1300 - 1400,10,21,102,1,9
JFK,Terminal 7 (British),12/26/2017,1400 - 1500,14,30,236,1,10
JFK,Terminal 7 (British),12/26/2017,1500 - 1600,23,49,301,2,10
JFK,Terminal 7 (British),12/26/2017,1600 - 1700,16,40,478,2,14
JFK,Terminal 7 (British),12/26/2017,1700 - 1800,9,19,185,1,12
JFK,Terminal 7 (British),12/26/2017,1800 - 1900,8,17,200,1,11
JFK,Terminal 7 (British),12/26/2017,1900 - 2000,27,59,568,2,12
JFK,Terminal 7 (British),12/26/2017,2000 - 2100,18,47,301,1,10
JFK,Terminal 7 (British),12/26/2017,2100 - 2200,23,45,227,1,10
JFK,Terminal 7 (British),12/26/2017,2200 - 2300,13,36,339,2,9
JFK,Terminal 7 (British),12/26/2017,2300 - 0000,20,34,72,1,8
JFK,Terminal 8 (American),12/26/2017,0600 - 0700,40,108,1459,6,12
JFK,Terminal 8 (American),12/26/2017,0800 - 0900,27,53,424,2,9
JFK,Terminal 8 (American),12/26/2017,1100 - 1200,19,35,105,1,11
JFK,Terminal 8 (American),12/26/2017,1200 - 1300,20,36,411,2,11
JFK,Terminal 8 (American),12/26/2017,1300 - 1400,33,88,811,4,10
JFK,Terminal 8 (American),12/26/2017,1400 - 1500,48,80,199,1,11
JFK,Terminal 8 (American),12/26/2017,1500 - 1600,21,53,471,2,15
JFK,Terminal 8 (American),12/26/2017,1600 - 1700,22,54,372,3,10
JFK,Terminal 8 (American),12/26/2017,1700 - 1800,13,35,269,2,12
JFK,Terminal 8 (American),12/26/2017,1800 - 1900,14,26,223,1,16
JFK,Terminal 8 (American),12/26/2017,1900 - 2000,16,38,404,2,10
JFK,Terminal 8 (American),12/26/2017,2000 - 2100,21,51,461,2,13
JFK,Terminal 8 (American),12/26/2017,2200 - 2300,14,29,410,2,13
JFK,Terminal 1,12/27/2017,0100 - 0200,19,47,317,1,6
JFK,Terminal 1,12/27/2017,0900 - 1000,39,97,765,4,11
JFK,Terminal 1,12/27/2017,1000 - 1100,35,76,245,1,11
JFK,Terminal 1,12/27/2017,1100 - 1200,32,93,894,3,12
JFK,Terminal 1,12/27/2017,1200 - 1300,23,65,235,1,15
JFK,Terminal 1,12/27/2017,1300 - 1400,52,154,1263,4,16
JFK,Terminal 1,12/27/2017,1400 - 1500,37,98,257,1,14
JFK,Terminal 1,12/27/2017,1600 - 1700,24,53,1005,3,18
JFK,Terminal 1,12/27/2017,1800 - 1900,47,136,1082,4,16
JFK,Terminal 1,12/27/2017,1900 - 2000,51,122,788,3,16
JFK,Terminal 1,12/27/2017,2000 - 2100,60,132,1262,4,18
JFK,Terminal 1,12/27/2017,2100 - 2200,51,139,840,4,18
JFK,Terminal 1,12/27/2017,2300 - 0000,20,39,286,1,16
JFK,Terminal 4 (IAT),12/27/2017,0000 - 0100,17,39,136,1,12
JFK,Terminal 4 (IAT),12/27/2017,0100 - 0200,13,39,380,3,11
JFK,Terminal 4 (IAT),12/27/2017,0200 - 0300,16,41,205,2,10
JFK,Terminal 4 (IAT),12/27/2017,0400 - 0500,27,78,1052,6,25
JFK,Terminal 4 (IAT),12/27/2017,0500 - 0600,36,97,575,3,17
JFK,Terminal 4 (IAT),12/27/2017,0600 - 0700,42,116,913,4,20
JFK,Terminal 4 (IAT),12/27/2017,0700 - 0800,30,86,419,1,12
JFK,Terminal 4 (IAT),12/27/2017,0900 - 1000,20,42,169,1,9
JFK,Terminal 4 (IAT),12/27/2017,1000 - 1100,36,125,520,3,12
JFK,Terminal 4 (IAT),12/27/2017,1100 - 1200,75,166,552,2,22
JFK,Terminal 4 (IAT),12/27/2017,1200 - 1300,44,129,1277,8,25
JFK,Terminal 4 (IAT),12/27/2017,1300 - 1400,58,173,1662,8,30
JFK,Terminal 4 (IAT),12/27/2017,1400 - 1500,50,153,1141,5,32
JFK,Terminal 4 (IAT),12/27/2017,1500 - 1600,32,115,1079,5,28
JFK,Terminal 4 (IAT),12/27/2017,1600 - 1700,25,70,712,5,27
JFK,Terminal 4 (IAT),12/27/2017,1700 - 1800,9,35,800,5,17
JFK,Terminal 4 (IAT),12/27/2017,1800 - 1900,26,68,561,3,17
JFK,Terminal 4 (IAT),12/27/2017,1900 - 2000,34,93,1239,4,24
JFK,Terminal 4 (IAT),12/27/2017,2000 - 2100,28,94,1146,6,21
JFK,Terminal 4 (IAT),12/27/2017,2100 - 2200,20,56,512,4,16
JFK,Terminal 4 (IAT),12/27/2017,2200 - 2300,11,33,370,3,12
JFK,Terminal 4 (IAT),12/27/2017,2300 - 0000,15,48,1168,8,20
JFK,Terminal 5 (Jet Blue),12/27/2017,0500 - 0600,10,27,92,1,3
JFK,Terminal 5 (Jet Blue),12/27/2017,0600 - 0700,8,20,107,1,6
JFK,Terminal 5 (Jet Blue),12/27/2017,0800 - 0900,31,76,350,2,6
JFK,Terminal 5 (Jet Blue),12/27/2017,1000 - 1100,16,50,290,2,5
JFK,Terminal 5 (Jet Blue),12/27/2017,1400 - 1500,75,93,128,1,9
JFK,Terminal 5 (Jet Blue),12/27/2017,1500 - 1600,23,57,379,3,9
JFK,Terminal 5 (Jet Blue),12/27/2017,1600 - 1700,11,29,323,2,8
JFK,Terminal 5 (Jet Blue),12/27/2017,1700 - 1800,2,10,64,1,3
JFK,Terminal 5 (Jet Blue),12/27/2017,1800 - 1900,19,89,933,6,9
JFK,Terminal 5 (Jet Blue),12/27/2017,1900 - 2000,15,47,402,3,9
JFK,Terminal 5 (Jet Blue),12/27/2017,2000 - 2100,11,41,395,2,7
JFK,Terminal 5 (Jet Blue),12/27/2017,2100 - 2200,13,56,568,4,6
JFK,Terminal 5 (Jet Blue),12/27/2017,2200 - 2300,22,60,245,2,6
JFK,Terminal 5 (Jet Blue),12/27/2017,2300 - 0000,6,11,18,2,0
JFK,Terminal 7 (British),12/27/2017,0600 - 0700,21,41,103,1,5
JFK,Terminal 7 (British),12/27/2017,0700 - 0800,25,84,248,1,7
JFK,Terminal 7 (British),12/27/2017,0800 - 0900,31,71,246,1,6
JFK,Terminal 7 (British),12/27/2017,0900 - 1000,38,66,199,1,6
JFK,Terminal 7 (British),12/27/2017,1100 - 1200,31,45,200,1,11
JFK,Terminal 7 (British),12/27/2017,1300 - 1400,15,35,258,1,8
JFK,Terminal 7 (British),12/27/2017,1400 - 1500,16,37,561,3,10
JFK,Terminal 7 (British),12/27/2017,1500 - 1600,28,70,588,3,11
JFK,Terminal 7 (British),12/27/2017,1600 - 1700,23,48,208,1,13
JFK,Terminal 7 (British),12/27/2017,1700 - 1800,11,25,372,2,12
JFK,Terminal 7 (British),12/27/2017,1900 - 2000,20,66,480,2,9
JFK,Terminal 7 (British),12/27/2017,2000 - 2100,32,75,516,2,9
JFK,Terminal 7 (British),12/27/2017,2100 - 2200,33,62,205,1,9
JFK,Terminal 7 (British),12/27/2017,2200 - 2300,16,33,114,1,9
JFK,Terminal 7 (British),12/27/2017,2300 - 0000,20,53,325,2,7
JFK,Terminal 8 (American),12/27/2017,0600 - 0700,25,64,1019,4,12
JFK,Terminal 8 (American),12/27/2017,0700 - 0800,32,65,560,2,12
JFK,Terminal 8 (American),12/27/2017,1100 - 1200,19,39,352,2,15
JFK,Terminal 8 (American),12/27/2017,1200 - 1300,13,27,207,1,14
JFK,Terminal 8 (American),12/27/2017,1300 - 1400,22,61,774,4,18
JFK,Terminal 8 (American),12/27/2017,1400 - 1500,24,58,293,1,12
JFK,Terminal 8 (American),12/27/2017,1500 - 1600,20,43,530,2,13
JFK,Terminal 8 (American),12/27/2017,1600 - 1700,19,35,148,1,10
JFK,Terminal 8 (American),12/27/2017,1700 - 1800,17,32,303,2,11
JFK,Terminal 8 (American),12/27/2017,1800 - 1900,18,41,357,2,8
JFK,Terminal 8 (American),12/27/2017,1900 - 2000,27,77,512,3,10
JFK,Terminal 8 (American),12/27/2017,2000 - 2100,37,72,468,2,15
JFK,Terminal 8 (American),12/27/2017,2100 - 2200,29,46,132,1,6
JFK,Terminal 8 (American),12/27/2017,2200 - 2300,20,44,420,2,11
JFK,Terminal 1,12/28/2017,0000 - 0100,15,33,280,1,13
JFK,Terminal 1,12/28/2017,0800 - 0900,45,96,487,2,10
JFK,Terminal 1,12/28/2017,0900 - 1000,31,75,228,1,10
JFK,Terminal 1,12/28/2017,1000 - 1100,34,72,557,2,14
JFK,Terminal 1,12/28/2017,1100 - 1200,20,50,569,2,15
JFK,Terminal 1,12/28/2017,1200 - 1300,37,97,1165,5,22
JFK,Terminal 1,12/28/2017,1300 - 1400,44,111,999,3,23
JFK,Terminal 1,12/28/2017,1400 - 1500,38,92,848,3,19
JFK,Terminal 1,12/28/2017,1500 - 1600,23,50,466,1,13
JFK,Terminal 1,12/28/2017,1600 - 1700,24,52,774,3,15
JFK,Terminal 1,12/28/2017,1800 - 1900,14,30,472,2,9
JFK,Terminal 1,12/28/2017,1900 - 2000,37,116,898,3,15
JFK,Terminal 1,12/28/2017,2000 - 2100,47,110,1102,4,20
JFK,Terminal 1,12/28/2017,2100 - 2200,43,83,669,3,19
JFK,Terminal 1,12/28/2017,2200 - 2300,22,59,588,2,15
JFK,Terminal 1,12/28/2017,2300 - 0000,25,53,281,1,10
JFK,Terminal 4 (IAT),12/28/2017,0000 - 0100,14,29,112,1,16
JFK,Terminal 4 (IAT),12/28/2017,0100 - 0200,16,40,335,2,17
JFK,Terminal 4 (IAT),12/28/2017,0200 - 0300,12,29,318,2,17
JFK,Terminal 4 (IAT),12/28/2017,0300 - 0400,16,46,385,2,9
JFK,Terminal 4 (IAT),12/28/2017,0400 - 0500,24,61,705,4,20
JFK,Terminal 4 (IAT),12/28/2017,0500 - 0600,32,83,1129,5,27
JFK,Terminal 4 (IAT),12/28/2017,0600 - 0700,19,52,683,3,21
JFK,Terminal 4 (IAT),12/28/2017,0700 - 0800,20,46,204,1,9
JFK,Terminal 4 (IAT),12/28/2017,0800 - 0900,21,55,447,1,17
JFK,Terminal 4 (IAT),12/28/2017,0900 - 1000,24,39,113,1,6
JFK,Terminal 4 (IAT),12/28/2017,1000 - 1100,21,88,811,5,16
JFK,Terminal 4 (IAT),12/28/2017,1100 - 1200,48,110,704,3,25
JFK,Terminal 4 (IAT),12/28/2017,1200 - 1300,34,84,1556,7,34
JFK,Terminal 4 (IAT),12/28/2017,1300 - 1400,29,84,1412,7,35
JFK,Terminal 4 (IAT),12/28/2017,1400 - 1500,23,83,1716,7,38
JFK,Terminal 4 (IAT),12/28/2017,1500 - 1600,27,64,1626,7,30
JFK,Terminal 4 (IAT),12/28/2017,1600 - 1700,12,48,234,2,15
